code_cis,denomination_substance,nom_com_prep
68513251,PARACÉTAMOL,DOLIPRANELIQUIZ SANS SUCRE
68513504,CHLORPROMAZINE (CHLORHYDRATE DE),LARGACTIL POUR CENT
68513504,CHLORPROMAZINE,LARGACTIL POUR CENT
68513842,CHLORHYDRATE DE TRAMADOL,TRAMADOL BGR LP
68514022,MACROGOL 4000,MACROGOL EG
68514894,TACROLIMUS,TACROLIMUS EG
68515843,MANGANÈSE (GLUCONATE DE),MANGANESE OLIGOSOL
68515843,MANGANÈSE,MANGANESE OLIGOSOL
68516450,BESILÉSOMAB ,SCINTIMUN
68516653,PHOLCODINE,DIMETANE SANS SUCRE
68518405,CHLORHYDRATE D'APOMORPHINE HÉMIHYDRATÉ,APOMORPHINE BIOGARAN
68518661,DEXTROMÉTHORPHANE (BROMHYDRATE DE),HUMEX ENFANTS TOUX SECHE DEXTROMETHORPHANE
68519336,MÉPHÉNÉSINE,DECONTRACTYL
68519902,CLOPIDOGREL (HYDROGÉNOSULFATE DE),CLOPIDOGREL ZENTIVA
68519902,CLOPIDOGREL BASE,CLOPIDOGREL ZENTIVA
68520121,CHLORHYDRATE D'OXYCODONE,OXYCODONE RENAUDIN L
68520121,OXYCODONE,OXYCODONE RENAUDIN L
68520477,PSYLLIUM (POUDRE DE),PSYLIA
68520840,ESTRADIOL,ESTRAPATCH
68520840,ESTRADIOL HÉMIHYDRATÉ,ESTRAPATCH
68521821,BISACODYL,BISACODYL MYLAN CONSEIL
68522318,HYDROCHLOROTHIAZIDE,VALSARTANHYDROCHLOROTHIAZIDE SANDOZ
68522318,VALSARTAN,VALSARTANHYDROCHLOROTHIAZIDE SANDOZ
68522898,BROMURE DE ROCURONIUM,ROCURONIUM KALCEKS L
68523231,IBUPROFÈNE,IBUPROFENE RANBAXY MEDICATION OFFICINALE
68523847,ÉTHANOL À 96 POUR CENT,BETADINE ALCOOLIQUE
68523847,POVIDONE IODÉE,BETADINE ALCOOLIQUE
68523861,CITRATE DE SILDÉNAFIL,SILDENAFIL TEVA
68523861,SILDÉNAFIL,SILDENAFIL TEVA
68524034,KALIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KALIUM BROMATUM LEHNING CH CH DH DH
68524034,KALIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KALIUM BROMATUM LEHNING CH CH DH DH
68524034,KALIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KALIUM BROMATUM LEHNING CH CH DH DH
68524034,KALIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KALIUM BROMATUM LEHNING CH CH DH DH
68524034,KALIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KALIUM BROMATUM LEHNING CH CH DH DH
68524034,KALIUM BROMATUM POUR PRÉPARATIONS HOMÉOPATHIQUES,KALIUM BROMATUM LEHNING CH CH DH DH
68525862,GLUCONATE DE CHLORHEXIDINE,MERCRYLSPRAY
68525862,CHLORURE DE BENZALKONIUM,MERCRYLSPRAY
68525862,SOLUTION DE CHLORURE DE BENZALKONIUM,MERCRYLSPRAY
68525862,SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE,MERCRYLSPRAY
68526081,OLANZAPINE,OLANZAPINE EG
68526925,DIOSMINE,DIOSMINE MYLAN
68527443,IBUPROFÈNE,IBUPROFENE MYLAN
68527678,PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,AVENA SATIVA POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,GELSÉMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,SELENIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,ANACARDIUM ORIENTALE POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,AVENA SATIVA POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,GELSÉMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,SELENIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68527678,ANACARDIUM ORIENTALE POUR PRÉPARATIONS HOMÉOPATHIQUES,ACIDUM PHOSPHORICUM COMPOSE
68528029,FLUCONAZOLE,FLUCONAZOLE ARROW
68528958,BROMAZÉPAM,BROMAZEPAM ZENTIVA
68529113,TELMISARTAN,TOLURA
68529120,MIDAZOLAM,MIDAZOLAM ACCORD
68529120,CHLORHYDRATE DE MIDAZOLAM,MIDAZOLAM ACCORD
68529686,LISINOPRIL ANHYDRE,LISINOPRIL EG
68529686,LISINOPRIL DIHYDRATÉ,LISINOPRIL EG
68530375,TIPRANAVIR,APTIVUS
68530585,CHLORHYDRATE DE CARTÉOLOL,CARTEOL LP
68531000,CHLORHYDRATE DE TOPOTÉCANE,POTACTASOL
68531000,TOPOTÉCANE,POTACTASOL
68534402,DIGLUCONATE DE CHLORHEXIDINE,CHLORHEXIDINE BIOGARAN
68534402,SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE,CHLORHEXIDINE BIOGARAN
68537633,RAMIPRIL,RAMIPRIL KRKA
68537836,MÉSILATE DE DÉFÉROXAMINE,DESFERAL
68538735,GLIPIZIDE,OZIDIA
68538895,PANTOPRAZOLE,PANTOPRAZOLE EG
68538895,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ,PANTOPRAZOLE EG
68540070,CHLORHYDRATE DE MORPHINE,MORPHINE CHLORHYDRATE AGUETTANT
68540330,NIFÉDIPINE,NIFEDIPINE RPG LP
68540501,ÉTHINYLESTRADIOL,DESOGESTRELETHINYLESTRADIOL CRISTERS
68540501,DÉSOGESTREL,DESOGESTRELETHINYLESTRADIOL CRISTERS
68541172,FUMARATE DE QUÉTIAPINE,QUETIAPINE ZENTIVA LP
68541172,QUÉTIAPINE,QUETIAPINE ZENTIVA LP
68543102,VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,VALERIANA OFFICINALIS LEHNING CH CH DH DH
68543102,VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,VALERIANA OFFICINALIS LEHNING CH CH DH DH
68543102,VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,VALERIANA OFFICINALIS LEHNING CH CH DH DH
68543102,VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,VALERIANA OFFICINALIS LEHNING CH CH DH DH
68543102,VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,VALERIANA OFFICINALIS LEHNING CH CH DH DH
68543102,VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,VALERIANA OFFICINALIS LEHNING CH CH DH DH
68543173,IODE,IOMERON IL
68543173,IOMÉPROL,IOMERON IL
68546034,AMLODIPINE,AMLODIPINE ARROW GENERIQUES
68546034,BÉSILATE D'AMLODIPINE,AMLODIPINE ARROW GENERIQUES
68546714,FOLINATE DE CALCIUM,FOLINATE DE CALCIUM ZENTIVA IMIV
68546714,ACIDE FOLINIQUE,FOLINATE DE CALCIUM ZENTIVA IMIV
68546810,CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CAPSICUM ANNUUM LEHNING CH CH DH DH
68546810,CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CAPSICUM ANNUUM LEHNING CH CH DH DH
68546810,CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CAPSICUM ANNUUM LEHNING CH CH DH DH
68546810,CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CAPSICUM ANNUUM LEHNING CH CH DH DH
68546810,CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CAPSICUM ANNUUM LEHNING CH CH DH DH
68546810,CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES,CAPSICUM ANNUUM LEHNING CH CH DH DH
68547816,SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES,SENEGA LEHNING CH CH DH DH
68547816,SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES,SENEGA LEHNING CH CH DH DH
68547816,SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES,SENEGA LEHNING CH CH DH DH
68547816,SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES,SENEGA LEHNING CH CH DH DH
68547816,SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES,SENEGA LEHNING CH CH DH DH
68547816,SENEGA POUR PRÉPARATIONS HOMÉOPATHIQUES,SENEGA LEHNING CH CH DH DH
68549952,FOLINATE DE CALCIUM,LEDERFOLINE
68549952,ACIDE FOLINIQUE,LEDERFOLINE
68550890,BICARBONATE DE SODIUM,EDUCTYL ADULTES
68550890,TARTRATE ACIDE DE POTASSIUM,EDUCTYL ADULTES
68551234,SULFATE D'ATROPINE,ATROPINE SULFATE AGUETTANT L
68551234,ATROPINE,ATROPINE SULFATE AGUETTANT L
68552795,CÉLÉCOXIB,CELECOXIB MYLAN
68553502,FLUTAMIDE,FLUTAMIDE BIOGARAN
68553865,TRÉTINOÏNE,RETACNYL
68553908,CITRATE D'YTTRIUM [90 Y],CITRATE DYTTRIUM Y CIS MBL
68554636,CHLORHYDRATE D'ANAGRÉLIDE MONOHYDRATÉ,ANAGRELIDE MYLAN
68554636,ANAGRÉLIDE,ANAGRELIDE MYLAN
68556498,ATORVASTATINE,ATORVASTATINE SANDOZ
68556498,ATORVASTATINE CALCIQUE TRIHYDRATÉE,ATORVASTATINE SANDOZ
68556562,ABACAVIR BASE,ZIAGEN
68556562,ABACAVIR (SULFATE D'),ZIAGEN
68557867,NORFLOXACINE,NORFLOXACINE EG
68559206,CHLORHYDRATE DE LERCANIDIPINE,LERCANIDIPINE BIOGARAN
68559786,LEVISTICUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES,LEVISTICUM OFFICINALE BOIRON CH CH DH DH
68559786,LEVISTICUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES,LEVISTICUM OFFICINALE BOIRON CH CH DH DH
68559786,LEVISTICUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES,LEVISTICUM OFFICINALE BOIRON CH CH DH DH
68559786,LEVISTICUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES,LEVISTICUM OFFICINALE BOIRON CH CH DH DH
68559786,LEVISTICUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES,LEVISTICUM OFFICINALE BOIRON CH CH DH DH
68559786,LEVISTICUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES,LEVISTICUM OFFICINALE BOIRON CH CH DH DH
68560639,ACICLOVIR,ACICLOVIR TEVA
68561883,SUCCINATE DE DOXYLAMINE,NOCTYL
68561919,BILASTINE,BILASKA
68562572,VORTIOXÉTINE,BRINTELLIX
68562572,BROMHYDRATE DE VORTIOXÉTINE,BRINTELLIX
68563133,LIDOCAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ,RYLIGENCY L
68563133,CHLORHYDRATE DE LIDOCAÏNE ANHYDRE,RYLIGENCY L
68563329,BISOPROLOL (HÉMIFUMARATE DE),CARDIOCOR
68563941,SALBUTAMOL,SALBUTAMOL ARROW
68563941,SULFATE DE SALBUTAMOL,SALBUTAMOL ARROW
68564413,CYCLOPHOSPHAMIDE MONOHYDRATÉ,CYCLOPHOSPHAMIDE SANDOZ
68564413,CYCLOPHOSPHAMIDE ANHYDRE,CYCLOPHOSPHAMIDE SANDOZ
68565554,MALÉATE D'ÉNALAPRIL,ENALAPRIL RANBAXY
68566033,KÉTOPROFÈNE,PROFENID IM
68566407,PAMIDRONATE DE SODIUM,PAMIDRONATE DE SODIUM HOSPIRA
68566713,VORICONAZOLE,VORICONAZOLE SANDOZ
68566777,DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES,DOLICHOS PRURIENS BOIRON CH CH DH DH
68566777,DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES,DOLICHOS PRURIENS BOIRON CH CH DH DH
68566777,DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES,DOLICHOS PRURIENS BOIRON CH CH DH DH
68566777,DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES,DOLICHOS PRURIENS BOIRON CH CH DH DH
68566777,DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES,DOLICHOS PRURIENS BOIRON CH CH DH DH
68566777,DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES,DOLICHOS PRURIENS BOIRON CH CH DH DH
68567217,ATORVASTATINE,ATORVASTATINE EG
68567217,ATORVASTATINE CALCIQUE,ATORVASTATINE EG
68568447,BROMURE D'IPRATROPIUM MONOHYDRATÉ,IPRATROPIUM EG ADULTES
68568447,BROMURE D'IPRATROPIUM ANHYDRE,IPRATROPIUM EG ADULTES
68569129,MALÉATE DE TIMOLOL,DORZOLAMIDETIMOLOL MYLAN
68569129,TIMOLOL BASE,DORZOLAMIDETIMOLOL MYLAN
68569129,DORZOLAMIDE BASE,DORZOLAMIDETIMOLOL MYLAN
68569129,CHLORHYDRATE DE DORZOLAMIDE,DORZOLAMIDETIMOLOL MYLAN
68572075,FAMOTIDINE,FAMOTIDINE MYLAN
68572748,DIPYRIDAMOLE,PERSANTINE L
68572869,DEXAMÉTHASONE,NEOFORDEX
68572869,ACÉTATE DE DEXAMÉTHASONE,NEOFORDEX
68573412,OLMÉSARTAN MÉDOXOMIL,OLMETEC
68573960,SULFATE DE MORPHINE,SKENAN LP
68574610,CHLOROBUTANOL HÉMIHYDRATÉ,CHLORHEXIDINECHLOROBUTANOL BIOGARAN
68574610,SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE,CHLORHEXIDINECHLOROBUTANOL BIOGARAN
68574699,IMIPRAMINE (CHLORHYDRATE D'),TOFRANIL
68575185,ACIDE ASPARTIQUE,PEDIAVEN APHP G
68575185,ALANINE,PEDIAVEN APHP G
68575185,CYSTÉINE,PEDIAVEN APHP G
68575185,HISTIDINE,PEDIAVEN APHP G
68575185,ISOLEUCINE,PEDIAVEN APHP G
68575185,LEUCINE,PEDIAVEN APHP G
68575185,LYSINE,PEDIAVEN APHP G
68575185,PHÉNYLALANINE,PEDIAVEN APHP G
68575185,SÉRINE,PEDIAVEN APHP G
68575185,THRÉONINE,PEDIAVEN APHP G
68575185,TRYPTOPHANE L,PEDIAVEN APHP G
68575185,VALINE,PEDIAVEN APHP G
68575185,ACÉTYLCYSTÉINE,PEDIAVEN APHP G
68575185,GLYCINE,PEDIAVEN APHP G
68575185,ACIDE GLUTAMIQUE,PEDIAVEN APHP G
68575185,ARGININE,PEDIAVEN APHP G
68575185,TAURINE,PEDIAVEN APHP G
68575185,MÉTHIONINE,PEDIAVEN APHP G
68575185,PROLINE,PEDIAVEN APHP G
68575185,TYROSINE,PEDIAVEN APHP G
68575185,LYSINE MONOHYDRATÉE,PEDIAVEN APHP G
68575185,PHOSPHATE DIPOTASSIQUE,PEDIAVEN APHP G
68575185,CHLORURE DE POTASSIUM,PEDIAVEN APHP G
68575185,IODURE DE POTASSIUM,PEDIAVEN APHP G
68575185,GLUCONATE DE CALCIUM,PEDIAVEN APHP G
68575185,SULFATE DE CUIVRE PENTAHYDRATÉ,PEDIAVEN APHP G
68575185,SULFATE FERREUX HEPTAHYDRATÉ,PEDIAVEN APHP G
68575185,GLUCOSE ANHYDRE,PEDIAVEN APHP G
68575185,CHLORURE DE SODIUM,PEDIAVEN APHP G
68575185,AMMONIUM (MOLYBDATE D') TÉTRAHYDRATÉ,PEDIAVEN APHP G
68575185,FLUORURE DE SODIUM,PEDIAVEN APHP G
68575185,CHROME (CHLORURE DE) HEXAHYDRATÉ,PEDIAVEN APHP G
68575185,GLUCOSE MONOHYDRATÉ,PEDIAVEN APHP G
68575185,LACTATE DE MAGNÉSIUM DIHYDRATÉ,PEDIAVEN APHP G
68575185,CHLORURE DE MANGANÈSE TÉTRAHYDRATÉ,PEDIAVEN APHP G
68575185,DIOXYDE DE SÉLÉNIUM,PEDIAVEN APHP G
68575185,COBALT (CHLORURE DE) HEXAHYDRATÉ,PEDIAVEN APHP G
68575185,ACÉTATE DE ZINC DIHYDRATÉ,PEDIAVEN APHP G
68576006,CHLORHYDRATE D'AZÉLASTINE,ALLERGODIL
68576006,AZÉLASTINE,ALLERGODIL
68576604,CLOZAPINE,CLOZAPINE TEVA
68578295,CAMPHORA POUR PRÉPARATIONS HOMÉOPATHIQUES,CAMPHORA WELEDA CH CH DH DH
68578295,CAMPHORA POUR PRÉPARATIONS HOMÉOPATHIQUES,CAMPHORA WELEDA CH CH DH DH
68578473,CHLORHYDRATE DE LOPÉRAMIDE,LOPERAMIDE EG
68578562,ALFACALCIDOL,UNALFA IV
68578854,MÉLATONINE,CIRCADIN
68579162,CAPROATE DE FLUOCORTOLONE,ULTRAPROCT
68579162,CHLORHYDRATE DE CINCHOCAÏNE,ULTRAPROCT
68579162,TRIMETHYLACETATE DE FLUOCORTOLONE,ULTRAPROCT
68582226,TÉICOPLANINE,TEICOPLANINE HIKMA
68582703,NICOTINE (CATIORÉSINE CARBOXYLATE DE),NICORETTE SANS SUCRE
68582703,NICOTINE,NICORETTE SANS SUCRE
68583011,BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES,BARYTA CARBONICA WELEDA CH CH DH DH
68583011,BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES,BARYTA CARBONICA WELEDA CH CH DH DH
68583011,BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES,BARYTA CARBONICA WELEDA CH CH DH DH
68583940,METFORMINE BASE,GLUCOPHAGE
68583940,CHLORHYDRATE DE METFORMINE,GLUCOPHAGE
68584280,ZINC,EFFIZINC
68584280,GLUCONATE DE ZINC,EFFIZINC
68588503,LÉVOTHYROXINE SODIQUE,LEVOTHYROX
68588503,LÉVOTHYROXINE,LEVOTHYROX
68588624,LÉVÉTIRACÉTAM,LEVETIRACETAM STRAGEN
68592067,KÉTOPROFÈNE,PROFENID L P
68592416,PARAFFINE LIQUIDE,HUILE DE PARAFFINE GILBERT
68593411,RISÉDRONATE MONOSODIQUE ANHYDRE,RISEDRONATE ZENTIVA KS
68593411,ACIDE RISÉDRONIQUE,RISEDRONATE ZENTIVA KS
68594221,LEUPRORÉLINE,LEPTOPROL
68594221,ACÉTATE DE LEUPRORÉLINE,LEPTOPROL
68594342,ALPROSTADIL,CAVERJECT
68596553,IRBÉSARTAN,IRBESARTAN TEVA
68596770,LÉVÉTIRACÉTAM,KEPPRA
68597477,POVIDONE,FLUIDABAK
68598209,CHLORHYDRATE D'APOMORPHINE,APOKINON
68598472,VALSARTAN,VALSARTAN ARROW LAB
68598561,CHLORHYDRATE DE TRAMADOL,TRAMADOL ZYDUS LP
68599161,BIOTINE,ELEVIT VITAMINE B
68599161,CALCIUM (HYDROGÉNOPHOSPHATE DE) ANHYDRE,ELEVIT VITAMINE B
68599161,VITAMINE A,ELEVIT VITAMINE B
68599161,MANGANÈSE (SULFATE DE) MONOHYDRATÉ,ELEVIT VITAMINE B
68599161,ALPHA-TOCOPHÉROL,ELEVIT VITAMINE B
68599161,ACIDE ASCORBIQUE,ELEVIT VITAMINE B
68599161,ACIDE FOLIQUE,ELEVIT VITAMINE B
68599161,HYDROGÉNOPHOSPHATE DE CALCIUM DIHYDRATÉ,ELEVIT VITAMINE B
68599161,ZINC (SULFATE DE) MONOHYDRATÉ,ELEVIT VITAMINE B
68599161,ZINC,ELEVIT VITAMINE B
68599161,CHOLÉCALCIFÉROL,ELEVIT VITAMINE B
68599161,CYANOCOBALAMINE,ELEVIT VITAMINE B
68599161,CHLORHYDRATE DE THIAMINE,ELEVIT VITAMINE B
68599161,PYRIDOXINE,ELEVIT VITAMINE B
68599161,RIBOFLAVINE,ELEVIT VITAMINE B
68599161,NICOTINAMIDE,ELEVIT VITAMINE B
68599161,FUMARATE FERREUX,ELEVIT VITAMINE B
68599161,MAGNÉSIUM (OXYDE DE),ELEVIT VITAMINE B
68599161,ACÉTATE D'ALPHA-TOCOPHÉROL,ELEVIT VITAMINE B
68599161,ASCORBATE DE CALCIUM DIHYDRATÉ,ELEVIT VITAMINE B
68599161,ASCORBATE DE CALCIUM DIHYDRATÉ,ELEVIT VITAMINE B
68599161,CHLORHYDRATE DE PYRIDOXINE,ELEVIT VITAMINE B
68599161,PALMITATE DE VITAMINE A,ELEVIT VITAMINE B
68599161,STÉARATE DE MAGNÉSIUM,ELEVIT VITAMINE B
68599161,THIAMINE (NITRATE DE),ELEVIT VITAMINE B
68599161,CUIVRE,ELEVIT VITAMINE B
68599161,PANTOTHÉNATE DE CALCIUM,ELEVIT VITAMINE B
68599161,PANTOTHÉNATE DE CALCIUM,ELEVIT VITAMINE B
68599161,MAGNÉSIUM (HYDROGÉNOPHOSPHATE DE) TRIHYDRATÉ,ELEVIT VITAMINE B
68599161,MAGNÉSIUM (HYDROGÉNOPHOSPHATE DE) TRIHYDRATÉ,ELEVIT VITAMINE B
68599161,FER,ELEVIT VITAMINE B
68599161,PHOSPHORE,ELEVIT VITAMINE B
68599161,MANGANÈSE,ELEVIT VITAMINE B
68599161,CALCIUM ÉLÉMENT,ELEVIT VITAMINE B
68599161,"CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE",ELEVIT VITAMINE B
68599161,MAGNÉSIUM,ELEVIT VITAMINE B
68599161,SULFATE DE CUIVRE ANHYDRE,ELEVIT VITAMINE B
68599599,LEUCOCIANIDOL,FLAVAN
68600724,ACÉCLOFÉNAC,ACECLOFENAC ACCORD
68600838,DIÉTHYLSTILBESTROL,DISTILBENE
68601502,DEXAMÉTHASONE,CILOXADEX L
68601502,CIPROFLOXACINE,CILOXADEX L
68601502,CHLORHYDRATE DE CIPROFLOXACINE,CILOXADEX L
68602579,MÉTRONIDAZOLE,METRONIDAZOLE BIOGARAN
68603460,CHLORHYDRATE DE PYRIDOXINE,MAGNESIUMVITAMINE B BIOGARAN
68603460,LACTATE DE MAGNÉSIUM DIHYDRATÉ,MAGNESIUMVITAMINE B BIOGARAN
68603460,MAGNÉSIUM,MAGNESIUMVITAMINE B BIOGARAN
68604085,RAMIPRIL,RAMIPRIL ALMUS
68604270,BICARBONATE DE SODIUM,MULTIBIC POTASSIUM
68604270,CHLORURE DE SODIUM,MULTIBIC POTASSIUM
68604270,CHLORURE DE POTASSIUM,MULTIBIC POTASSIUM
68604270,CHLORURE DE CALCIUM DIHYDRATÉ,MULTIBIC POTASSIUM
68604270,GLUCOSE ANHYDRE,MULTIBIC POTASSIUM
68604270,CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ,MULTIBIC POTASSIUM
68604270,GLUCOSE MONOHYDRATÉ,MULTIBIC POTASSIUM
68604982,ACIDE ACÉTYLSALICYLIQUE,RESITUNE
68605333,OMÉPRAZOLE,OMEPRAZOLE ALMUS
68605422,PARACÉTAMOL,EFFERALGANMED
68606225,ZOLMITRIPTAN,ZOLMITRIPTAN EG
68607010,AMOXICILLINE,AMOXICILLINE EVOLUGEN
68607010,AMOXICILLINE TRIHYDRATÉE,AMOXICILLINE EVOLUGEN
68607455,ÉZÉTIMIBE,EZETIMIBE KRKA
68609125,VORICONAZOLE,VORICONAZOLE OHRE PHARMA
68610259,DUTASTÉRIDE,DUTASTERIDE MYLAN GENERIQUES
68613433,CÉFUROXIME SODIQUE,ZINNAT IM
68613433,CÉFUROXIME,ZINNAT IM
68613700,RIZATRIPTAN,RIZATRIPTAN BIOGARAN
68613700,BENZOATE DE RIZATRIPTAN,RIZATRIPTAN BIOGARAN
68613807,CALCIUM (ACÉTATE DE),OSVAREN
68613807,CARBONATE DE MAGNÉSIUM LOURD,OSVAREN
68613807,CALCIUM ÉLÉMENT,OSVAREN
68613807,MAGNÉSIUM,OSVAREN
68615199,VALSARTAN,VALSARTAN CRISTERS
68615690,SILDÉNAFIL,VIZARSIN
68615772,PRÉGABALINE,PREGABALINE TEVA SANTE
68616422,USNEA BARBATA POUR PRÉPARATIONS HOMÉOPATHIQUES,USNEA BARBATA BOIRON CH CH DH DH
68616422,USNEA BARBATA POUR PRÉPARATIONS HOMÉOPATHIQUES,USNEA BARBATA BOIRON CH CH DH DH
68616422,USNEA BARBATA POUR PRÉPARATIONS HOMÉOPATHIQUES,USNEA BARBATA BOIRON CH CH DH DH
68616422,USNEA BARBATA POUR PRÉPARATIONS HOMÉOPATHIQUES,USNEA BARBATA BOIRON CH CH DH DH
68616422,USNEA BARBATA POUR PRÉPARATIONS HOMÉOPATHIQUES,USNEA BARBATA BOIRON CH CH DH DH
68616422,USNEA BARBATA POUR PRÉPARATIONS HOMÉOPATHIQUES,USNEA BARBATA BOIRON CH CH DH DH
68616447,NITRATE D'OMOCONAZOLE,FONGAMIL POUR CENT
68616842,CITRATE DE SILDÉNAFIL,CETINOR
68616842,SILDÉNAFIL,CETINOR
68617360,CHLORHYDRATE DE PYRIDOXINE,MAGNE B
68617360,MAGNÉSIUM (LACTATE DE) DIHYDRATÉ,MAGNE B
68617549,RÉSINATE DE NICOTINE,NICORETTE FRUITS
68617549,NICOTINE,NICORETTE FRUITS
68617684,LANSOPRAZOLE,LANSOPRAZOLE ARROW
68619429,FÉBUXOSTAT HÉMIHYDRATÉ,FEBUXOSTAT ZENTIVA LAB
68619429,FÉBUXOSTAT,FEBUXOSTAT ZENTIVA LAB
68619742,EXTRAIT SEC DE FEUILLE DE LIERRE GRIMPANT,HEDETUS
68620399,APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES,APIUM GRAVEOLENS BOIRON CH CH DH DH
68620399,APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES,APIUM GRAVEOLENS BOIRON CH CH DH DH
68620399,APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES,APIUM GRAVEOLENS BOIRON CH CH DH DH
68620399,APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES,APIUM GRAVEOLENS BOIRON CH CH DH DH
68620399,APIUM GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES,APIUM GRAVEOLENS BOIRON CH CH DH DH
